fr	zh
à peu près pareil avec la fièvre et la toux, le mal de tête et les douleurs musculaires	症状基本一致，发热、咳嗽、头痛和肌肉酸痛
Certains artistes ont recherché des moyens de continuer à créer et à partager leur travail sur Internet en remplacement des représentations en direct traditionnelles, comme des concerts en ligne et en direct ou des « festivals » en ligne créés pour que les artistes se produisent, diffusent et promeuvent leurs œuvres.	一些艺人也设法通过互联网继续创作和分享作品，以替代传统现场演出，如现场直播音乐会，或创建网络“节日”供艺人表演、发行和宣传其作品。
L’un des premiers tests PCR a été développé par Charité à Berlin en janvier 2020 à l’aide d’une transcription inverse suivie d'une réaction de polymérisation en chaîne en temps réel (rRT-PCR), et constituait la base de 250 000 kits distribués par l’Organisation mondiale de la santé (OMS).	2020 年 1 月在柏林查瑞特 (Charité) 医院发布了 rRT-PCR， 这是早期 PCR 检测法之一，并成为世界卫生组织 (World Health Organization, WHO) 分发的 250,000 个检测试剂盒的依据。
Cependant, au cours de ce siècle, nous avons connu deux coronavirus hautement pathogènes pour l’Homme, à savoir le SARS-CoV et le MERS-CoV, qui ont provoqué une épidémie ayant débuté en Chine en 2003 et en Arabie Saoudite en 2012, respectivement, avant de se propager rapidement à de nombreux autres pays avec une morbidité et une mortalité élevées.	但本世纪已经遇到了两次高致病性的人类 CoV，即 SARS-CoV 和 MERS-CoV，分别于 2003 年和 2012 年在中国和沙特阿拉伯爆发，很快扩散到许多其他国家，具有可怕的患病率和死亡率。
je vous enverrai une image	我会发给您一张图像
En Amérique du Nord et au Moyen-Orient, les commerçants ont constaté une baisse de 50 à 60 %.	北美和中东地区零售店光顾量下降了 50-60%。
Le fait de se laver les mains avant d'administrer des médicaments ou de prodiguer des soins médicaux peut prévenir ou réduire la propagation des maladies.	在发药或进行医疗护理前洗手，可防止或最大限度减少疾病的传播。
Des scénarios de modélisation relatifs à la saturation de la capacité de soins, avec des estimations pour chaque pays de l’UE/l’EEE et le Royaume-Uni de la prévalence de cas de COVID-19 hospitalisés associés à un risque &amp; gt; 90 % de dépassement de la capacité en lits en soins intensifs, sont fournis dans la sixième mise à jour de l’évaluation rapide des risques du CEPCM relative à la COVID-19.	ECDC 对 COVID-19 快速风险评估的第六次更新对医疗保健能力饱和相关场景进行了建模，并对每个 EU/EEA 国家以及英国的住院 COVID-19 患者的患病率与超过重症监护床位量的风险 &amp; gt; 90% 之间的关系进行了估计。
Le Festival du printemps, le 25 janvier 2020, a marqué à tout jamais les Chinois, qui se sont vus contraints de rester cloîtrés pour toute la durée de la semaine d’or ainsi que pour de longues autres semaines en raison de la propagation d’une nouvelle maladie virale.	2020 年 1 月 25 日的春节成为中国人前所未有而刻骨铭心的记忆，一种新型病毒性疾病的爆发迫使所有人在整个假期以及随后的多个星期足不出户。
Au 10 avril 2020, environ 1,61 million de cas de COVID-19 ont été rapportés dans 210 pays et territoires, entraînant environ 97 000 décès.	截至 2020 年 4 月 10 日，全球 210 个国家和地区累计报告约 161 万 COVID-19 病例，死亡约 9.7 万人，
La société a expliqué que les résultats erronés pourraient être liés à l’incapacité de recueillir des échantillons ou d’utiliser correctement les kits.	该公司解释说，检测结果不准确可能是未正确收集样本或错误地使用检测试剂盒所导致。
Selon PubMed (https://www.ncbi.nlm.nih.gov/pubmed/), en moins de deux mois, plus de 200 travaux ont été publiés sur la COVID-19, notamment dans les domaines de la virologie, de l’épidémiologie, de l’étiologie, du diagnostic et du traitement, depuis le premier rapport le 7 janvier 2020 présentant la séquence du virus, isolée à partir de plusieurs patients.	根据 PubMed (https://www.ncbi.nlm.nih.gov/pubmed/) 的数据，自 2020 年 1 月 7 日首次报告从多名患者体内分离出病毒序列以来，不到两个月的时间内已有 200 多篇有关 COVID-19 的论文发表，内容涉及病毒学、流行病学、病因学、诊断和治疗。
Les patients infectés par le HCoV-229E présentaient des symptômes du rhume classique, incluant maux de tête, éternuements, malaises et maux de gorge, avec fièvre et toux observées dans 10 à 20 % des cas.	泰国计划在晚上10点至凌晨4点之间实施宵禁。
la fièvre a commencé à augmenter la nuit dernière	昨晚发热开始加重
Les propriétés physico-chimiques du SARS-CoV-2 sont encore très peu connues.	SARS-CoV-2 的理化性质在很大程度上仍不清楚。
Toutefois, nous ignorons à l’heure actuelle si l’envergure de cette surveillance fournit suffisamment de données pour donner lieu à des stratégies de confinement local ou si les rapports sporadiques répondent aux besoins de notre ère de l’information.	但是，我们目前尚不确定这种监测规模能否提供足够的数据来推动当地控制策略，或者较低频率的报告是否符合我们信息时代的需要。
Pour pouvoir lutter contre l’infection SARS-CoV-2, notre équipe a mis au point une recommandation rapide qui a été publiée en ligne sur Recherche médicale militaire le 06 février 2020.	为对抗 SARS-CoV-2 感染，我们的团队制定了快速建议指南，并于 2020 年 2 月 06 日将该指南在线发布到《军事医学研究》杂志上。
Mondialisation et maladie – Aperçu de la mondialisation et de la transmission de la maladie	全球化与疾病——全球化与疾病传播概述
Les anticorps sont une immunoglobuline (Ig) produite par les lymphocytes B pour combattre les pathogènes et d’autres corps étrangers ; ils reconnaissent des molécules uniques dans les pathogènes et les neutralisent directement.	抗体是由 B 淋巴细胞产生的用于对抗病原体和其他异物的一种免疫球蛋白 (Ig)，它们可以识别病原体中的独特分子并直接中和它们。
Le taux de reproduction de base (R0) était de 3,77 (IC à 95 % : 3,51-4,05), et le R0 ajusté était de 2,23-4,82.	基本再生数 (R0) 为 3.77 (95% CI: 3.51-4.05)，调整后的 R0 为 2.23-4.82。
donc vos enfants ont certains de ces symptômes ?	您的孩子们也有一些相同的症状？
Des personnes ont été testées positives à la maladie jusqu’à trois jours avant la survenue des symptômes suggérant que la transmission est possible avant le développement de symptômes significatifs.	最早可在发病前三天检测出阳性结果，这表明新冠病毒在出现明显症状之前已经具有传染性。
Nous avons également comparé le nombre cumulé de cas signalés dans chaque pays au 15 mars 2020 à 8 h 00 avec les données de l’Italie pour la période du 31 janvier au 15 mars 2020.	我们还提供了截至 2020 年 3 月 15 日上午 8:00 每个国家已通报的累积病例总数，并且与 2020 年 1 月 31 日至 3 月 15 日期间意大利的数据进行了比较。
À ce jour, sept CoV humains (HCoV) sont connus.	截至到昨天，世界卫生组织已报告1051635例确诊病例，包括欧洲中部时间4月4日上午10点(0800 UTC)之前24小时内的79332例。
Une importante étude en Chine a comparé les résultats des scanners thoraciques à la PCR et démontré que si l’imagerie est moins précise pour l’infection, elle est plus rapide et plus sensible, préconisant sa prise en compte comme outil de dépistage dans les zones d’épidémie.	中国一项大型研究将胸部 CT 结果与 PCR 结果对比后发现，尽管影像对于识别感染的特异性较低，但检测速度更快、更灵敏，因此可以考虑将其作为流行地区的一种筛查手段。
La mise en place d'actions visant à promouvoir le lavage des mains pourrait réduire d'environ un tiers les épisodes de diarrhée, un chiffre comparable à celui obtenu en approvisionnant en eau potable les régions à faibles revenus.	倡导洗手这一干预方式可降低约三分之一腹泻事件的发生，其效果相当于在低收入地区提供清洁水源。
L’industrie du cinéma a également connu une interruption. Le Vatican a annoncé que les célébrations de la Semaine sainte à Rome, qui ont lieu la dernière semaine de la période de pénitence chrétienne du Carême, avaient été annulées.	电影业同样受到了冲击。梵蒂冈宣布取消将于基督教四旬斋最后一周在罗马举行的圣周纪念活动。
Le Bangladesh annonce cinq nouveaux décès liés au COVID-19, un record journalier	孟加拉国报告新增COVID-19死亡病例5例，创单日新高
Le fabricant de papier toilette recyclé Who Gives a Crap a déclaré mercredi dernier qu’ils étaient en rupture de stock.	再生卫生纸制造商Who Gives a Crap上个星期三表示，他们已经没有库存了。
Le 18 février 2020, la première analyse pathologique de la COVID-19 révélait une desquamation des pneumocytes, la formation de membranes hyalines, une infiltration lymphocytaire interstitielle et la présence de cellules syncytiales multinucléées dans les poumons d’un patient décédé de la maladie, ce qui coïncide avec la pathologie d’infection virale et de SDRA et s’apparente à celle des patients atteints du SRAS et du MERS.	2020 年 2 月 18 日，COVID-19 的首次病理学分析在死于该病的一名患者肺中发现了肺泡上皮细胞脱落、透明膜形成、间质淋巴细胞浸润以及多核合胞体细胞，与病毒感染以及 ARDS 的病理学表现一致，并且与 SARS 以及 MERS 患者相似。
Ensemble, la diarrhée et la pneumonie entraînent chaque année le décès de près de 3,5 millions d’enfants.	腹泻和肺炎每年总共造成近 350 万儿童死亡。
L’hôte d’origine et l’hôte intermédiaire	起源和中间宿主
Le diagnostic du cas confirmé doit s’appuyer sur le cas suspect avec n’importe quel élément de preuve pathologique ou sérologique suivant : (1) test PCR en temps réel positif pour le SARS-CoV-2 ; (2) séquençage de l’ensemble du génome viral présentant une homogénéité forte avec les coronavirus nouveaux connus ; (3) test sérologique positif pour l’anticorps IgM et IgG du SARS-CoV-2 ; ou modification de l’anticorps IgG spécifique du SARS-CoV-2 passant de négatif à positif ou augmentation du titre ≥ 4 fois dans la phase de récupération par rapport à celui de la phase aiguë.	对确诊病例的诊断应以疑似病例为依据，并有下列任何一项病原学或血清学证据：(1) SARS-CoV-2 的实时 PCR 检测呈阳性；(2) 病毒全基因组测序显示与已知的新型冠状病毒高度同源；(3) 血清试验中针对 SARS-CoV-2 的特异性 IgM 抗体和 IgG 抗体呈阳性；或 SARS-CoV-2 特异性 IgG 抗体由阴性变为阳性，或在恢复期中滴度上升 ≥4 倍，高于急性期。
Le premier cas connu du nouveau coronavirus pourrait remonter au 1er décembre 2019, à Wuhan, dans la province du Hubei en Chine.	目前已知的第一例新型冠状病毒肺炎病例可能追溯到 2019 年 12 月 1 日，位于中国湖北武汉。
Une prédominance sous-pleurale, un « crazy paving » et une consolidation se développent à mesure que la maladie évolue.	随着疾病进展，将发展出胸膜下显性、碎石路征和肺实变。
Selon les statistiques de l’université Johns-Hopkins, le rapport cas-décès mondial est de 6,0 % (97 039/1 617 204) au 10 avril 2020.	根据约翰·霍普金斯大学的统计数据，截至 2020 年 4 月 10 日，全球病死率为 6.0% (97,039/1,617,204)。
En raison de la diminution des voyages et des fermetures dans l’industrie lourde, il y a eu une diminution de la pollution atmosphérique et des émissions de carbone.	不过，出行减少和重工业关闭使得空气污染指数下降，碳排放减少。
Il existe une brève fenêtre pendant laquelle chaque pays pourra renforcer ses efforts de contrôle afin de ralentir la propagation du SARS-CoV-2 et de réduire la pression sur les services de santé.	目前存在一个短暂的机会窗口，各国有可能借此进一步加大控制力度，以减缓 SARS-CoV-2 的传播速度并减轻对健康护理系统的压力。
Les événements sportifs les plus importants ont été soit annulés soit reportés, notamment la Ligue des champions de l’UEFA 2019-20, le Championnat d’Angleterre de football 2019-20, l’UEFA Euro 2020, la saison NBA 2019-20 et la saison 2019-20 de la LNH.	大部分重大体育赛事被迫取消或推迟，其中包括 2019-20 欧洲冠军联赛、2019-20 英超联赛、2020 欧洲冠军联赛、2019-20 NBA 赛季和 2019-20 全美曲棍球联合会赛季。
Le SARS-CoV-2 est génétiquement plus proche du SARS-CoV que du MERS-CoV.	相对于 MERS-CoV，SARS-CoV-2 在基因方面与 SARS-CoV 更加相似。
Une analyse statistique publiée le 30 mars estimait que le nombre d’infections en Italie était beaucoup plus élevé que les cas signalés.	据 3 月 30 日公布的一项统计分析估计，意大利实际感染人数远超报告病例数。
Les cabinets du RSC du RCGP ont été informés du codage clinique qui est à présent disponible pour le COVID-19 dans tous les systèmes de DMI.	已经对 RCGP RSC 诊所提出了有关所有 CMR 系统中可用于 COVID-19 的临床编码的建议。
Au 14 février, la mortalité de la COVID-19 était de 2 %, pour 66 576 cas confirmés à l’échelle mondiale.	截至 2 月 14 日，全球已确诊 COVID-19 病例达到 66,576 例，死亡率为 2%。
Il a été établi que le SARS-CoV-2 est un nouveau type de bêtacoronavirus, avec plus de 99,98 % d’identité génétique entre 10 échantillons séquencés prélevés sur le site d’origine de l’épidémie, le marché de fruits de mer de Huanan à Wuhan.	结果发现，SARS-CoV-2 是一种新型 β-CoV，从最初爆发地点武汉市华南海鲜市场采集的 10 个测序样本中，基因一致性超过 99.98%。
Taïwan a augmenté la production de masques et a sanctionné l’accaparement de fournitures médicales. Des simulations pour la Grande-Bretagne et les États-Unis montrent que l’atténuation (le ralentissement mais pas l’élimination de la propagation de l’épidémie) et la suppression (renverser le développement de l’épidémie) font face à des défis importants.	中国台湾增加了口罩产量，对捂货惜售的医疗物资供应商施加处罚。对英国和美国的模拟显示，缓解（减缓但不阻止流行病的蔓延）和抑制（扭转流行病蔓延态势）均面临重大挑战。
Ce virus est peut-être en route et vous devez vous tenir prêts », ajoutant que les bonnes mesures de réponse pourraient aider le monde à éviter « le pire ».	病毒可能正在逼近，请做好准备”，并敦促各国政府采取正确的应对措施，避免全球出现“最坏的情况”。
Se laver les mains au savon permet de réduire de 48 % les épisodes de diarrhée et constitue le moyen le plus efficace et le moins coûteux de prévenir la diarrhée et les infections respiratoires aiguës (IRA). C'est un acte qui doit se faire automatiquement dans les foyers, les écoles et les communautés du monde entier.	用肥皂洗手可将腹泻事件减少 48%。作为在世界各地的家庭、学校和社区进行的自发行为，用肥皂洗手是预防腹泻和急性呼吸道感染 (Acute Respiratory Infections, ARI) 的最有效和最廉价方法。
La première souche de HCoV-229E a été isolée dans les voies respiratoires de patients présentant une infection des voies respiratoires supérieures en 1966, et s'est ensuite adaptée pour croître dans des lignées cellulaires pulmonaires WI-38.	沙特阿拉伯延长了圣城麦加和麦地那的宵禁，改为全天宵禁；之前，宵禁仅在下午3点至凌晨6点之间有效。
L’épidémie de coronavirus a été accusée de plusieurs cas de ruptures d’approvisionnement, découlant d’une augmentation mondiale de l’utilisation d’équipements pour combattre l’épidémie, des achats de panique et d’une interruption du fonctionnement des usines et des opérations logistiques.	多方面的供应短缺可归咎于新型冠状病毒爆发，这源于全球为对抗疫情而增加了设备使用，恐慌性购物，以及工厂和物流运营中断。
De nombreux Coréens ont signé des pétitions appelant à la mise en accusation de Moon pour la mauvaise gestion de l’épidémie de la part du gouvernement ou au contraire louant sa réaction.	很多韩国人在请愿书上签字，有的呼吁弹劾文在寅，指责政府对疫情的处理不当，有的则赞扬他的应对策略。
Cette demande a conduit à une augmentation des prix allant jusqu’à vingt fois le prix normal et a également entraîné des retards dans la fourniture des dispositifs médicaux pour une durée de quatre à six mois.	这种需求导致这类产品的价格比平时最高上涨了 20 倍，医疗用品供应也延迟了 4 至 6 个月，
Cela signifie que le virus se répand dans les communautés, et certains membres de ces communautés ne savent pas où ni comment ils ont été contaminés. On conseille aux professionnels de santé qui s’occupent de quelqu’un qui pourrait être infecté de prendre les précautions habituelles ainsi que les précautions de contact, et de porter des lunettes de protection. La recherche des contacts est une méthode importante pour que les autorités de santé puissent déterminer la source d’une infection et prévenir les futures transmissions.	这意味着病毒正在社区内传播，一些社区居民无从知晓他们是在哪里或者是怎样被感染的。接触疑似感染者的医护人员应采取标准预防措施、接触预防措施和眼部防护。追踪接触者是卫生监管部门确定传染源和防止进一步传播的重要手段。
Le gouvernement de la Chine a exclu la possibilité d’une transmission féco-orale du SARS-CoV-2. Le virus est plus contagieux pendant les trois premiers jours suivant le début des symptômes, cependant la propagation peut être possible avant que les symptômes apparaissent et à des stades avancés de la maladie.	中国政府否认了 SARS-CoV-2 粪口传播的可能性。这种病毒在发病后前三天的传染性最强，但发病前和患病后期也具有传染性。
Le Japon a fait don d’un million de masques de protection à Wuhan, la Turquie a expédié de l’équipement médical, la Russie a envoyé plus de 13 tonnes de matériel médical à Wuhan, la Malaisie a annoncé un don de 18 millions de gants médicaux à la Chine, l’Allemagne a fourni divers équipements médicaux, notamment 10 000 combinaisons Hazmat, et les États-Unis ont fait don de 17,8 tonnes de matériel médical à la Chine et a promis 100 millions de dollars supplémentaires de soutien financier aux pays touchés. Dès que les cas en Chine ont semblé se stabiliser, le pays a envoyé de l’aide à plusieurs nations touchées par la pandémie.	日本向武汉捐赠了 100 万只口罩，土耳其向武汉派发了医疗设备，俄罗斯向武汉运送了超过 13 吨医疗物资，马来西亚宣布向中国捐赠 1,800 万副医疗手套，德国向中国运送了 1 万套防护服及其他各种医疗物资，美国向中国捐赠了 17.8 吨医疗物资，并承诺向受影响国家和地区额外提供 1 亿美元的财政支持。待中国病例似乎稳定下来后，中国也一直在向受疫情影响的其他国家和地区提供援助。
Le 16 mars, le Vietnam a imposé le port du masque à tout le monde dans les lieux publics, pour que chacun se protège soi-même et protège les autres.	3 月 16 日，越南要求所有人需戴口罩才可进入公共场所，以保护自己和他人。
Le CDC a également recommandé d’utiliser un désinfectant pour les mains à base d’alcool contenant un volume d’au moins 60 % d’alcool quand le savon et l’eau ne sont faciles d’accès.	美国疾控中心 (CDC) 还建议，如果身边没有肥皂和自来水，可使用酒精含量至少达 60% 的含酒精洗手液洗手。
Le Parlement du Portugal a voté la prolongation de l’état d’urgence national de 15 jours ; le vote a été adopté avec 215 voix en faveur, dix abstentions et une voix contre.	此次公共交通停运始于3月26日，原计划于4月4日星期六结束。
Concernant le SRAS, il a été établi que les principaux symptômes étaient de la fièvre (99 %-100 %), une toux sèche (29 %-75 %), une dyspnée (40 %-42 %), une diarrhée (20 %-25 %) et un mal de gorge (13 %-25 %), et qu’une assistance ventilatoire était nécessaire pour environ 14 à 20 % des patients.	在 SARS 患者中，已经证明发热 (99%-100%)、干咳 (29%-75%)、呼吸困难 (40%-42%)、腹泻 (20-25%) 和咽痛 (13 -25%) 为主要症状，约 14%-20% 的患者需要通气支持。
Les tests d’anticorps révèlent combien de personnes ont contracté la maladie, y compris les personnes dont les symptômes étaient trop légers pour être déclarés ou les personnes asymptomatiques.	抗体检测显示有多少人已感染病毒，包括症状轻微而没有报告或无症状的感染者。
En raison de la pandémie en Europe, de nombreux pays de la zone Schengen ont restreint les déplacements et mis en place des contrôles aux frontières.	受欧洲大流行的影响，申根区很多国家均采取了限制人口自由流动和设立边境管制的防控措施。
Dubaï, Sydney et Melbourne étaient également des destinations populaires pour les personnes en partance de Wuhan.	另据报道，迪拜、悉尼和墨尔本也是从武汉出发的旅客热门目的地。
Des réseaux de neurones convolutifs basés sur l’intelligence artificielle ont été développés pour détecter des caractéristiques du virus dans l’imagerie à la fois sur radiographies et scanners.	目前已开发出基于人工智能的卷积神经网络，可联合使用 X 片和 CT 来检测病毒的影像特征。
L’interaction de ces traitements avec d’autres médicaments utilisés chez les patients doit être soigneusement contrôlée.	应仔细监测这些治疗方法与患者使用的其他药物之间的相互作用。
La première séquence génomique du SARS-CoV-2 a été présentée le 10 janvier 2020.	SARS-CoV-2 的第一个基因组序列已于 2020 年 1 月 10 日报道。
De nombreux diocèses ont recommandé aux chrétiens les plus âgés de rester chez eux plutôt que d’assister aux messes du dimanche ; certaines églises diffusent leurs services religieux à la radio, en ligne et en direct ou à la télévision alors que d’autres proposent de pratiquer son culte en « drive-in ».	很多教区建议年长的基督徒呆在家中，礼拜日也不用参加弥撒；一些教堂通过广播、在线直播或电视举行礼拜仪式，还有些教堂则允许车内敬拜。
vous savez j’ai du diabète et tout ça	我还有糖尿病及其他一些疾病
L’épidémie a été détectée à Wuhan, en Chine, en décembre 2019, déclarée urgence de santé publique de portée internationale le 30 janvier 2020 et reconnue comme pandémie le 11 mars 2020.	本次爆发于 2019 年 12 月在中国武汉确认，2020 年 1 月 30 日被列为国际关注的公共卫生突发事件，2020 年 3 月 11 日被认定为流行病。
En outre, de plus en plus de preuves nous rappellent à la prudence en ce qui concerne les patients symptomatiques atypiques et les patients asymptomatiques.	此外，越来越多的证据提醒我们注意非典型症状和无症状患者。
Une analyse génétique a révélé que le coronavirus appartient génétiquement au genre Betacoronavirus, au sous-genre Sarbecovirus (lignage B) associé à deux souches issues des chauves-souris.	遗传分析显示，这种冠状病毒在遗传学上与 β 冠状病毒属 Sarbecovirus 亚属（B 簇）和两种蝙蝠来源病毒株集群。
Le directeur général de l’OMS Tedros Adhanom a déclaré que l’USPPI était due au « risque de propagation mondiale, en particulier pour les pays à faible revenu et à revenu intermédiaire sans systèmes de santé robustes.	世界卫生组织总干事谭德塞指出国际关注的突发公共卫生事件的确定依据的是“全球传播风险，特别是向卫生系统不健全的中低收入国家传播的风险”。
La virulence de ce retour dépendrait de l’immunité collective et de l’ampleur de la mutation.	再次爆发的致病力取决于群体免疫力和突变程度。
Généralement ce test est effectué sur un prélèvement de rhinopharynx mais on peut aussi utiliser un prélèvement de gorge. Plusieurs laboratoires et entreprises développent actuellement des tests sérologiques, qui détectent les anticorps.	一般来说，这种检测通过鼻咽拭子进行，也可通过咽拭子进行。很多实验室和公司正在开发用于检测抗体的血清学试验。
En utilisant la transcription inverse suivie d'une réaction de polymérisation en chaîne en temps réel (rRT-PCR), le test peut être réalisé sur des échantillons respiratoires obtenus à l’aide de diverses méthodes, notamment l’écouvillon nasopharyngé ou l’échantillon d’expectoration.	采用咽喉拭子进行实时逆转录聚合酶链反应（rRT-PCR）检测，只有在感染病毒后的第一周内完成，才能得到可靠结果。
Le premier ministre Matovič a suggéré de les jeter dans le Danube. Ateş Kara du Ministère de la Santé turc a déclaré que les kits de test que la Turquie a achetés à la Chine avaient un « taux d’erreur élevé » et qu’elle ne les a pas « utilisés ». Le Royaume-Uni a acheté 3,5 millions de kits de test à la Chine, mais a annoncé début avril 2020 qu’ils étaient inutilisables.	首相 Matovič 建议这些检测盒应该被扔进多瑙河。土耳其卫生部的 Ateş Kara 表示，土耳其从中国购买的检测盒“错误率很高”，并且没有“将它们投入使用”。英国从中国购买了 350 万个检测盒，在 2020 年四月宣布这些检测盒无法使用。
L’immunité humorale, avec des compléments tels que le C3a et le C5a ainsi que des anticorps, est également essentielle pour combattre l’infection virale.	包括补体——例如 C3a 和 C5a——和抗体在内的体液免疫对于抵抗病毒感染也至关重要。
Tous les principaux événements sportifs, y compris les matchs de la Serie A de football, devaient se tenir à huis clos jusqu’au mois d’avril, mais le 9 mars, tout le sport a été suspendu totalement pour un mois minimum.	包括意大利足球甲级联赛在内的所有重大体育赛事 4 月前均将以无观众模式举办，但在 3 月 9 日，所有体育赛事均已完全暂停至少一个月。
En ce qui concerne le diagnostic des « cas suspects » et des « cas confirmés », nous leur suggérons de suivre et de respecter les directives les plus récentes dans leur pays.	对于“疑似病例”和“确诊病例”的诊断，我们建议参考并遵循病例所在国的最新指南。
Parmi eux, le HCoV-229E et le HCoV-NL63 sont des alpha-CoV.	在美国，据记载已有超过24.4万例冠状病毒病例，至少造成5900人死亡。
Le test a été approuvé par la Food and Drug Administration en vertu d’une autorisation d’utilisation d’urgence.Les laboratoires commerciaux des États-Unis ont commencé le dépistage au début du mois de mars 2020.	此检测由美国食品药品监督管理局依据紧急使用授权批准。美国商业实验室在 2020 年 3 月初开始检测。
L’autre principale organisation de basket-ball des États-Unis, la National Collegiate Athletic Association, qui régit le basket-ball universitaire, a annulé son propre tournoi, le March Madness, pour les ligues masculine et féminine.	美国另一个主要篮球组织全国大学体育协会负责运营大学生篮球联赛，该协会也取消了自己的“疯狂三月”联赛，包括男子联赛和女子联赛。
De nombreux gouvernements ordonnent ou recommandent désormais la distanciation sociale dans les régions touchées par l’épidémie.	现在，很多政府均已强制要求或建议受疫情影响的地区保持社交距离。
Les recommandations en matière de prévention et de contrôle des infections suivront les directives nationales en vigueur.	感染预防和控制建议将遵循现有的国家指南。
Le 27 février, The Washington Post a rapporté que moins de 4 000 tests avaient été réalisés aux États-Unis.	2 月 27 日，《华盛顿邮报》报道称美国执行的检测总数不足 4,000 次。
En outre, les pics de nouveaux cas ont été estimés à l’aide de méthodes distributionnelles.	此外，已经通过分布方法估计了新发病例的高峰。
De plus, la Turquie a saisi des centaines de respirateurs destinés à l’Espagne.	此外，土耳其截获了数百台运往西班牙的呼吸机。
Au 4 mars 2020, la capacité totale journalière s’élevait à 50 000 tests par jour.Des modèles libres multiplexés développés par Origami Assays ont été publiés pour tester jusqu’à 1 122 échantillons de patients pour le COVID-19 en utilisant uniquement 93 tests. Ces modèles équilibrés peuvent être exécutés dans de petits laboratoires sans robot manipulateur de liquides.	到 2020 年 3 月 4 日，实验室检测日通量总计为每日 50,000 份。Origami Assays 发布的开源、多路设计，仅通过 93 次测定就可对多达 1122 个患者样本进行 COVID19 检测。这些均衡的设计可在小型实验室中运行，无需自动移液器。
On a recommandé à ceux qui auraient déjà été contaminés de porter un masque chirurgical en public.	疑似感染者在进入公共场所时应佩戴医用外科口罩。
Des cas de problème cardiaque, de pathologie cardiaque, de crise cardiaque, de taux élevé de cholestérol ou de tension artérielle élevée dans la famille ?	家中有没有亲属患有心脏问题、心脏病、心肌梗死、高胆固醇和高血压
Le CDC recommande aux gens de se laver les mains souvent au savon et à l’eau pendant au moins vingt secondes, particulièrement après avoir été aux toilettes ou quand les mains sont visiblement sales ; avant de manger ; et après s’être mouché, avoir toussé, ou éternué.	美国疾控中心建议人们经常用肥皂和自来水洗手至少 20 秒，尤其是在如厕后或手上有明显污物时、饭前以及擤鼻涕、咳嗽或打喷嚏后。
Des données relatives à l’admission des cas de COVID-19 dans les hôpitaux et/ou en service de soins intensifs sont actuellement disponibles à l’échelle de l’UE/l’EEE pour seulement 6 % et 1 % des cas, respectivement (données non présentées).	在 EU/EEA 层面，目前可以获得的数据是住院/或进入重症监护病房的 COVID-19 病例分别仅有 6% 和 1% （数据未显示）。
L’épidémiologie du COVID-19 reste nouvelle.	COVID-19 的流行病学仍然处于发展初期。
Une étude publiée par les Centres pour le contrôle et la prévention des maladies des États-Unis a conclu qu’il pourrait être de 5,7.	美国疾控中心发表的一项研究表明 R0 可能为 5.7。
La fièvre constitue souvent le premier et le principal symptôme de la COVID-19, et peut être accompagnée ou non d’autres symptômes tels qu’une toux sèche, un essoufflement, des douleurs musculaires, des étourdissements, un mal de tête, un mal de gorge, une rhinorrhée, des douleurs thoraciques, une diarrhée, des nausées et des vomissements.	发热通常是 COVID-19 的主要和首发症状，可以没有任何其他症状，也可以伴有干咳、气促、肌痛、头晕、头痛、咽痛、流涕、胸痛、腹泻、恶心以及呕吐等症状。
L’approbation générale de la gestion de la crise par Trump a fait l’objet de divisions partisanes.	民众对特朗普危机防控措施的总体认可已经因党派分歧而出现两极分化。
Collecter du sang auprès de patients ayant guéri d’une maladie contagieuse en vue de traiter d’autres patients souffrant de la même maladie ou de protéger les individus sains de cette maladie est une pratique ancestrale.	从传染病中康复的患者收集血液用于治疗其他患有相同疾病的患者或保护健康个体免于感染该病已有悠久的历史。
Nos centres (les cabinets de surveillance) sont actuellement établis, et il pourrait s’avérer utile de pouvoir recruter rapidement des cabinets situés dans les régions où les cas sont plus nombreux.	我们的研究中心（监测诊所）目前是固定的，能够在具有更多病例的地区迅速启用更多诊所可能会有所帮助。
Le lavage des mains possède de nombreux avantages pour la santé, notamment la réduction de la propagation de la grippe, du coronavirus et d’autres maladies infectieuses ; la prévention des causes infectieuses de diarrhée ; la réduction des infections respiratoires ;	洗手对健康的益处很多，包括最大限度减少流感、冠状病毒和其他传染性疾病的传播；防止传染性腹泻；减少呼吸系统感染；
L’orf3b du SARS-CoV-2 pourrait jouer un rôle dans la pathogénicité virale et inhiber l’expression de l’IFNβ ; cependant, l’orf8 ne contient pas de domaines ou de motifs fonctionnels connus.	SARS-CoV-2 的 orf3b 可能在病毒致病性中发挥作用并抑制 IFNβ 的表达；但是，orf8 不包含任何已知的功能结构域或基序。
« Coles et Woolworths considèrent [que] si les rayons sont pleins, si des produits tels que les rouleaux de papier toilette et les désinfectants peuvent être [achetés] et sont disponibles en grandes quantités, cela réduira probablement la panique », a expliqué Russell Zimmerman à ABC News.	“Coles和Woolworths的观点是，如果货架上有许多东西，像卷筒纸和洗手液等商品可以[买到]并且数量充足，您可能不会那么恐慌。”Russell Zimmerman对ABC新闻说。
